"","Road","Number_of_Fees(sheet/day)","Total_Parking_Hours(hours/day)","Number_of_Parking_Space","Hours_per_sheet","Time_Start","Time_End","Interval","Space_efficiency"
"1"," 立功路",44.5218390804598,144.76091954023,50.383908045977,3.25145866680436,"09:00","17:00",8,"35.9%"
"2","愛國東路",141.108045977011,213.022988505747,106.78275862069,1.50964452119514,"07:00","20:00",13,"15.3%"
"3","愛國西路",13.5424588086185,24.4309252217997,8.90747782002535,1.80402433317735,"09:00","17:00",8,"34.3%"
"4","安東街",11.7379310344828,20.2689655172414,5.07586206896552,1.7267920094007,"07:00","20:00",13,"30.7%"
"5","安東街16巷",52.7402298850575,108.058620689655,58.4689655172414,2.04888414262052,"07:00","20:00",13,"14.2%"
"6","安東街40巷",40.9080459770115,84.9333333333333,26.5563218390805,2.07620118010677,"07:00","20:00",13,"24.6%"
"7","安和路二段",107.09156626506,229.545381526104,77.685140562249,2.14344966211402,"07:00","20:00",13,"22.7%"
"8","安和路二段74巷",24.261935483871,49.1935483870968,12.5716129032258,2.0276019784077,"07:00","20:00",13,"30.1%"
"9","安和路一段127巷含29弄",68.6597701149425,148.142528735632,83.7356321839081,2.15763216928383,"07:00","20:00",13,"13.6%"
"10","安和路一段A",74.1164495114006,148.838762214984,42.8583061889251,2.0081744767346,"07:00","20:00",13,"26.7%"
"11","安和路一段B(累進計時)",41.5539334955393,72.5279805352798,18.7323600973236,1.74539386368959,"07:00","20:00",13,"29.8%"
"12","安康平面停車場",154.359967051071,286.574958813839,202.744645799012,1.85653679699882,"09:00","17:00",8,"17.7%"
"13","安美街",19.6666666666667,32,42.0714285714286,1.6271186440678,"09:00","17:00",8,"9.5%"
"14","安西街",20.3172413793103,33.9862068965517,24.6620689655172,1.67277664630007,"09:00","17:00",8,"17.2%"
"15","安祥平面停車場",24.0264367816092,50.9954022988506,9.75057471264368,2.12247045878582,"07:00","20:00",13,"40.2%"
"16","八德路2段174巷含11弄",23.2114942528736,42.3655172413793,26.3827586206897,1.82519560265425,"07:00","20:00",13,"12.4%"
"17","八德路2段199巷",28.7011494252874,48.1448275862069,19.1172413793103,1.67745294353224,"07:00","20:00",13,"19.4%"
"18","八德路2段210巷",41.3921568627451,58.244008714597,46.9847494553377,1.40712669087847,"07:00","20:00",13,"9.5%"
"19","八德路2段218巷",36.064367816092,65.1310344827586,36.0712643678161,1.80596634370219,"07:00","20:00",13,"13.9%"
"20","八德路二段167巷",18.151724137931,32.8114942528736,12.3908045977012,1.80762411347518,"07:00","20:00",13,"20.4%"
"21","八德路二段451巷",37.7760097919217,74.9571603427173,19.3880048959608,1.98425298901597,"07:00","20:00",13,"29.7%"
"22","八德路二段臨時平面",8.33831990794016,16.3808975834292,4.53970080552359,1.96453215567209,"09:00","17:00",8,"45.1%"
"23","八德路二段A",25.9077340569878,41.3948439620081,14.6960651289009,1.59777940714361,"07:00","20:00",13,"21.7%"
"24","八德路二段B",43.3652822151225,51.395101171459,30.8551650692226,1.18516699410609,"07:00","20:00",13,"12.8%"
"25","八德路三段",38.3408104196816,53.4196816208394,27.2525325615051,1.39328514541303,"07:00","20:00",13,"15.1%"
"26","八德路四段",33.6391412056152,52.6226259289843,21.5020644095789,1.56432727004934,"07:30","20:00",12.7,"19.3%"
"27","八德路四段17巷",9.97004608294931,24.610599078341,3.7258064516129,2.46845389415299,"07:00","20:00",13,"50.8%"
"28","八德路一段",12.3889943074004,9.61100569259962,22.4288425047438,0.775769643130648,"09:00","16:00",7,"6.1%"
"29","八德路一段43巷",7.85229540918164,10.0758483033932,8.70059880239521,1.28317234367056,"07:00","20:00",13,"8.9%"
"30","八德路一段43巷(機車)",191.988461538462,154.713461538462,179.236538461538,0.805847707193942,"12:00","20:00",8,"10.8%"
"31","八德路一段北側",34.7462121212121,28.0189393939394,27.467803030303,0.806388313528835,"12:00","20:00",8,"12.8%"
"32","百齡槌球場",105.721709006928,43.4110854503464,426.379907621247,0.410616569275299,"09:00","17:00",8,"1.3%"
"33","百齡堤外停車場A",130.138888888889,54.8726851851852,504.297453703704,0.421647100675916,"09:00","17:00",8,"1.4%"
"34","百齡堤外停車場B",30.1585081585082,16.009324009324,154.564102564103,0.530839387849745,"09:00","17:00",8,"1.3%"
"35","百齡橋堤外足球場",38.48,38.48,23.76,1,"09:00","17:00",8,"20.2%"
"36","保安街",34.4033816425121,52.8526570048309,30.9178743961353,1.53626342764867,"09:00","17:00",8,"21.4%"
"37","寶興街",83.9298850574713,162.109195402299,106.798850574713,1.9314835864638,"09:00","17:00",8,"19.0%"
"38","北安路",112.92600422833,131.399577167019,72.4334038054968,1.1635900700191,"10:00","18:00",8,"22.7%"
"39","北安路458巷41弄",125.06213592233,184.660194174757,109.906796116505,1.47654758023196,"10:00","18:00",8,"21.0%"
"40","北安路458巷47弄",124.887356321839,188.570114942529,162.652873563218,1.50992158450834,"10:00","18:00",8,"14.5%"
"41","北安路554巷",38.6712643678161,52.4597701149425,23.4597701149425,1.35655688978718,"10:00","18:00",8,"28.0%"
"42","北安路770巷",26.5264367816092,49.8781609195402,64.7310344827586,1.88031891845047,"10:00","18:00",8,"9.6%"
"43","北寧路",20.1522668947819,40.1189050470488,10.4952951240376,1.99078869173954,"13:00","20:00",7,"54.6%"
"44","北平東路",123.158322056834,217.645466847091,143.82949932341,1.76720065044938,"07:00","20:00",13,"11.6%"
"45","北平西路（逸仙公園南側）",66.8657407407407,66.8657407407407,142.833333333333,1,"09:00","17:00",8,"5.9%"
"46","北平西路A",146.55069124424,146.55069124424,197.543778801843,1,"00:00","09:00",9,"8.2%"
"47","北投磺港溪廣場",119.712313003452,123.189873417722,49.7456846950518,1.02904931269826,"09:00","17:00",8,"31.0%"
"48","北投路1段",64.97,64.97,161.92,1,"09:00","17:00",8,"5.0%"
"49","北投路2段",37.97,37.97,81.16,1,"09:00","17:00",8,"5.8%"
"50","濱江街",41.5278350515464,62.6783505154639,88.3525773195876,1.50930936894891,"09:00","17:00",8,"8.9%"
"51","濱江街路邊停車場",50.6354166666667,40.0115740740741,239.047453703704,0.790189490045487,"08:00","22:00",14,"1.2%"
"52","濱江街路邊停車場A",33.0138248847926,25.8571428571429,97.4032258064516,0.78322166387493,"09:00","17:00",8,"3.3%"
"53","濱江橋下停車場",14.8300907911803,31.5525291828794,15.7328145265888,2.12760188910268,"07:00","21:30",14.5,"13.8%"
"54","博愛路A（計時）",58.2240184757506,81.4688221709007,51.6720554272517,1.39923049462536,"09:00","17:00",8,"19.7%"
"55","博愛路B（含機車）",94.9326683291771,96.7431421446384,108.374064837905,1.01907113586214,"09:00","17:00",8,"11.2%"
"56","博愛路C（累進計時）",87.0069848661234,127.357392316647,106.938300349243,1.46376055339247,"07:00","20:00",13,"9.2%"
"57","昌吉街",46.088212334114,74.8376268540203,53.6057767369243,1.6237910533715,"09:00","17:00",8,"17.5%"
"58","常德街（機車計次）",307.533333333333,307.533333333333,119.862068965517,1,"09:00","17:00",8,"32.1%"
"59","潮州街",56.8149425287356,110.344827586207,34.5862068965517,1.94217969208359,"07:00","20:00",13,"24.5%"
"60","成都路A",29.3931034482759,69.5770114942529,36.5793103448276,2.3671202878148,"09:00","17:00",8,"23.8%"
"61","成都路B",201.825192802057,204.842544987147,134.907455012853,1.01495032479939,"11:00","19:00",8,"19.0%"
"62","成福路",15.25,34.0833333333333,24.3055555555556,2.23497267759563,"09:00","17:00",8,"17.5%"
"63","成功路1段",47.475,87.325,91.4,1.83938915218536,"07:00","20:00",13,"7.3%"
"64","成功路2段",55.4626865671642,98.3805970149254,71.0149253731343,1.77381593110872,"09:00","17:00",8,"17.3%"
"65","成功路3段",32.9328358208955,58.6194029850746,64.7014925373134,1.77996827554951,"09:00","17:00",8,"11.3%"
"66","成功路三段",44.3333333333333,65.4045977011494,28.6574712643678,1.47529167746954,"10:00","16:00",6,"38.0%"
"67","成功路四段",88.6191066997519,128.705955334988,90.8411910669975,1.45234995169894,"07:00","20:00",13,"10.9%"
"68","成功路五段",103.903448275862,161.62183908046,184.305747126437,1.5555002433736,"09:00","17:00",8,"11.0%"
"69","承德堤外",153.132467532468,44.3688311688312,684.509090909091,0.289741502137187,"09:00","17:00",8,"0.8%"
"70","承德路二段75巷",11.7174447174447,29.6314496314496,13.5036855036855,2.52883204026001,"09:00","17:00",8,"27.4%"
"71","承德路二段91巷",8.89607390300231,21.8129330254042,7.84295612009238,2.45197300103842,"09:00","17:00",8,"34.8%"
"72","承德路二段A",69.1706563706564,84.3389961389961,106.483397683398,1.2192886487452,"09:00","17:00",8,"9.9%"
"73","承德路二段B",18.7082228116711,17.9562334217507,18.0901856763926,0.959804338579328,"09:00","17:00",8,"12.4%"
"74","承德路六段",74.4357298474946,30.0806100217865,359.294117647059,0.404115202247849,"10:00","16:00",6,"1.4%"
"75","承德路七段",71.7505747126437,26.6528735632184,163.937931034483,0.371465645675472,"09:00","17:00",8,"2.0%"
"76","承德路三段",50.2176706827309,67.2497991967872,65.45140562249,1.33916604021049,"09:00","17:00",8,"12.8%"
"77","承德路三段208巷",29.8563218390805,46.0563218390805,28.4494252873563,1.54259865255053,"09:00","17:00",8,"20.2%"
"78","承德路三段283巷",24.1172413793103,35.4367816091954,14.5034482758621,1.46935468496807,"09:00","17:00",8,"30.5%"
"79","承德路三段285巷",51.12,100.24,82.96,1.96087636932707,"09:00","17:00",8,"15.1%"
"80","承德路四段179巷含機車",90.5573476702509,105.073476702509,121.622759856631,1.16029763907304,"12:00","20:00",8,"10.8%"
"81","承德路四段195巷含機車",80.6813996316759,103.264272559853,83.0580110497238,1.27990184889295,"12:00","20:00",8,"15.5%"
"82","承德路四段58巷",18.1851851851852,34.1851851851852,25.9407407407407,1.87983706720978,"09:00","17:00",8,"16.5%"
"83","承德路四段77巷",11.2112676056338,12.2012072434608,5.31388329979879,1.08829863603733,"07:00","20:00",13,"17.7%"
"84","承德路四段A",107.284784377543,165.096826688365,81.7510170870626,1.53886525145427,"07:00","20:00",13,"15.5%"
"85","承德路四段B含機車",23.3120740019474,34.255111976631,30.5175267770204,1.46941503247499,"12:00","20:00",8,"14.0%"
"86","承德路一段",7.94074074074074,0.637037037037037,7.67901234567901,0.0802238805970149,"09:00","17:00",8,"1.0%"
"87","崇德街",19.24,40,16.66,2.07900207900208,"09:00","17:00",8,"30.0%"
"88","崇仁路1段",2.25,2.25,2.25,1,"09:00","17:00",8,"12.5%"
"89","大安路二段",213.770089285714,361.535714285714,145.852678571429,1.69123620378202,"07:00","20:00",13,"19.1%"
"90","大安路一段",96.0591174021649,160.467943380516,54.6877601998335,1.67051236488771,"07:00","20:00",13,"22.6%"
"91","大道路",48.7526020816653,90.0880704563651,66.1008807045637,1.84786178808382,"09:00","17:00",8,"17.0%"
"92","大東路",28.2345454545455,52.6536363636364,23.4509090909091,1.86486573507631,"09:00","17:00",8,"28.1%"
"93","大湖山莊街",107.888888888889,192.722222222222,354.666666666667,1.78630278063852,"09:00","17:00",8,"6.8%"
"94","大佳公園八號水門堤外平面大車停車場",27.25,8.41509433962264,90.8797169811321,0.308810801454042,"09:00","17:00",8,"1.2%"
"95","大佳公園八號水門堤外平面小車停車場",124.246794871795,37.6634615384615,372.948717948718,0.303134270604927,"09:00","17:00",8,"1.3%"
"96","大佳河濱公園",64.1955671447197,26.8617992177314,741.449804432855,0.418436979568626,"09:00","22:00",13,"0.3%"
"97","大龍街",40.6954022988506,56.6045977011494,37.3850574712644,1.39093348397119,"09:00","17:00",8,"18.9%"
"98","大南路(含285巷)",8.76091954022989,13.7954022988506,5.5448275862069,1.57465232222514,"09:00","17:00",8,"31.1%"
"99","大業路",53,53,418.5,1,"09:00","17:00",8,"1.6%"
"100","大直街",12.0528735632184,20.0597701149425,6.53103448275862,1.66431432386039,"10:00","18:00",8,"38.4%"
"101","丹陽街",47.2298850574713,67.4597701149425,28.0275862068966,1.42832806035532,"07:00","20:00",13,"18.5%"
"102","稻香路",47.3333333333333,47.3333333333333,153.833333333333,1,"09:00","17:00",8,"3.8%"
"103","德惠街",59.7712082262211,108.642673521851,45.3688946015424,1.81764225194615,"07:00","20:00",13,"18.4%"
"104","德惠街B",18.9463696369637,32.3193069306931,16.6641914191419,1.70583111962723,"09:00","17:00",8,"24.2%"
"105","德行東路",204.139433551198,273.139433551198,277.229847494553,1.33800426894344,"09:00","17:00",8,"12.3%"
"106","德行東路109巷",15.8387096774194,18.0645161290323,14.3870967741935,1.14052953156823,"09:00","17:00",8,"15.7%"
"107","德行西路",61.8084210526316,109.397894736842,68.4505263157895,1.76995129261896,"09:00","17:00",8,"20.0%"
"108","堤頂大道二段407巷及20弄",55.0425055928412,68.3478747203579,183.109619686801,1.24172898715656,"09:00","17:00",8,"4.7%"
"109","堤頂大道二段A東側",89.9596774193548,140.02534562212,148.746543778802,1.55653454568739,"09:00","17:00",8,"11.8%"
"110","堤頂大道西側",78.1870860927152,107.627483443709,219.009933774834,1.37653785071466,"10:00","18:00",8,"6.1%"
"111","堤頂大道一段",54.1351981351981,108.986013986014,75.965034965035,2.01321908370651,"09:00","17:00",8,"17.9%"
"112","迪化街一段A",37.8123287671233,41.9301369863014,48.9301369863014,1.10890120639061,"09:00","17:00",8,"10.7%"
"113","迪化街一段B",34.8675,39.4625,27.17,1.13178461317846,"09:00","17:00",8,"18.2%"
"114","東明街",36.741935483871,85.6774193548387,75.1935483870968,2.33187006145742,"09:00","17:00",8,"14.2%"
"115","東山路",74.3809523809524,178.071428571429,400.571428571429,2.39404609475032,"09:00","17:00",8,"5.6%"
"116","東新街",55.0235294117647,90.3882352941176,188.929411764706,1.64271969211033,"09:00","17:00",8,"6.0%"
"117","東興路",16.5380359612725,29.2614107883817,15.6680497925311,1.76934013548549,"07:00","20:00",13,"14.4%"
"118","東園街35巷",57.8114942528736,137.688505747126,90.5448275862069,2.38168045172578,"09:00","17:00",8,"19.0%"
"119","東園街67巷",8.65977011494253,19.1793103448276,12.2758620689655,2.21475975577383,"09:00","17:00",8,"19.5%"
"120","東園街73巷",10.9195402298851,22.5264367816092,14.1241379310345,2.06294736842105,"09:00","17:00",8,"19.9%"
"121","敦化北路199巷",92.7666666666667,171.213793103448,52.4977011494253,1.84563916388913,"07:00","20:00",13,"25.1%"
"122","敦化南路二段81巷",64.667816091954,140.054022988506,31.9747126436782,2.16574536535078,"07:00","20:00",13,"33.7%"
"123","敦煌路平面停車場",13.5403377110694,27.9812382739212,12.1801125703565,2.06650963004018,"09:00","17:00",8,"28.7%"
"124","敦煌路A",31.9921197793538,52.4003152088258,60.849487785658,1.63791319769447,"09:00","17:00",8,"10.8%"
"125","敦煌路B（慶昌橋下）",71.870709382151,148.686498855835,131.721967963387,2.06880522168272,"09:00","17:00",8,"14.1%"
"126","峨嵋街A",16.1251664447403,28.3741677762983,17.2303595206391,1.75962014863749,"09:00","17:00",8,"20.6%"
"127","峨嵋街B",207.858503401361,237.031972789116,140.918367346939,1.14035254228413,"09:00","21:00",12,"14.0%"
"128","兒童新樂園南側",8.90243902439024,14.0975609756098,8.97560975609756,1.58356164383562,"08:00","22:00",14,"11.2%"
"129","芳蘭路A",101.631436314363,101.631436314363,324.682926829268,1,"09:00","17:00",8,"3.9%"
"130","廢鐵道平面",451.151865008881,956.441385435169,355.680284191829,2.11999874015004,"07:00","22:00",15,"17.9%"
"131","福港街",19.6728110599078,37.3341013824885,17.3260368663594,1.89775122979621,"09:00","17:00",8,"26.9%"
"132","福港街199巷",21.3011494252874,37.1793103448276,22.0689655172414,1.74541333908914,"09:00","17:00",8,"21.1%"
"133","福和橋東側橋邊",25.4712643678161,66.4505747126437,46.5287356321839,2.60884476534296,"09:00","17:00",8,"17.9%"
"134","福林公園平面大車",39.6920222634508,27.0408163265306,12.5417439703154,0.681265775451061,"09:00","17:00",8,"27.0%"
"135","福志路",118.998907103825,276.592349726776,254.020765027322,2.32432680650968,"07:00","20:00",13,"8.4%"
"136","福中公園周邊",32.432183908046,65.8298850574713,28.9816091954023,2.02977034306776,"09:00","17:00",8,"28.4%"
"137","福州街",47.767366720517,78.7205169628433,33.4337641357027,1.64799783549784,"09:00","17:00",8,"29.4%"
"138","福州街廣場",69.0804597701149,158.590804597701,97.9287356321839,2.29574043261231,"09:00","17:00",8,"20.2%"
"139","福州街A",13.241935483871,21.6774193548387,3.87096774193548,1.63702801461632,"09:00","17:00",8,"70.0%"
"140","撫順街",4.42764857881137,5.0297157622739,2.69250645994832,1.13597899037059,"09:00","17:00",8,"23.4%"
"141","撫順街41巷",83.2,204.44,158.1,2.45721153846154,"09:00","17:00",8,"16.2%"
"142","撫遠街",46.397489539749,76.3556485355649,75.8359832635983,1.64568491297682,"07:00","20:00",13,"7.7%"
"143","富錦街107巷",73.5471264367816,254.524137931034,113.995402298851,3.46069452692777,"09:00","17:00",8,"27.9%"
"144","富錦街359巷",6.90811455847255,14.4761336515513,5.0727923627685,2.09552599758162,"09:00","17:00",8,"35.7%"
"145","富錦街359巷2弄",62.5,355,159,5.68,"09:00","17:00",8,"27.9%"
"146","富錦街359巷3弄",23.5,146.5,24,6.23404255319149,"09:00","17:00",8,"76.3%"
"147","富錦街429巷",16.5,92.5,16.5,5.60606060606061,"09:00","17:00",8,"70.1%"
"148","富錦街A",218.875598086124,512.677830940989,439.91706539075,2.34232520858382,"09:00","17:00",8,"14.6%"
"149","富錦街B",133.885275519422,218.248419150858,133.238482384824,1.63011517363758,"09:00","17:00",8,"20.5%"
"150","富康街1巷",63.0919540229885,156.551724137931,151.820689655172,2.48132628894152,"09:00","17:00",8,"12.9%"
"151","富康街1巷16弄",45.9154639175258,110.948453608247,59.3360824742268,2.41636355471732,"09:00","17:00",8,"23.4%"
"152","富民街155巷",12.4663573085847,14.6357308584687,18.9512761020882,1.17401823934487,"09:00","17:00",8,"9.7%"
"153","富陽街",32.44,62.54,65.12,1.92786683107275,"09:00","17:00",8,"12.0%"
"154","復興北路430巷",27.3793103448276,48.8390804597701,31.0068965517241,1.78379513014274,"09:00","17:00",8,"19.7%"
"155","復興北路488巷",31.9471264367816,65.9241379310345,32.216091954023,2.06353889328632,"09:00","17:00",8,"25.6%"
"156","復興北路A",29.707654723127,51.3990228013029,15.3371335504886,1.73016090567693,"07:00","20:00",13,"25.8%"
"157","復興北路B",66.2919034090909,99.9403409090909,46.0795454545455,1.50757989693483,"07:00","20:00",13,"16.7%"
"158","復興北路C",22.3557341124909,34.9225712198685,9.72023374726077,1.56213037085444,"07:00","20:00",13,"27.6%"
"159","復興南路二段",35.7982345523329,45.2105926860025,23.109709962169,1.26292799774553,"07:00","20:00",13,"15.0%"
"160","復興南路二段148巷",43.5873153779322,74.7515204170287,23.6437880104257,1.71498335625586,"07:00","20:00",13,"24.3%"
"161","復興南路二段151巷",66.9208074534161,123.453416149068,39.6350931677019,1.8447687774091,"07:00","20:00",13,"24.0%"
"162","復興南路一段126巷",23.2442396313364,42.4320276497696,12.7972350230415,1.82548572561459,"07:00","19:00",12,"27.6%"
"163","復興南路一段135巷",56.0252873563218,86.1172413793103,32.3586206896552,1.53711378277461,"07:00","20:00",13,"20.5%"
"164","復興南路一段A",27.1055979643766,38.9033078880407,15.8651399491094,1.43524994132833,"07:00","20:00",13,"18.9%"
"165","復興南路一段B",18.5671819262782,20.8692033293698,8.9179548156956,1.12398334934358,"07:00","20:00",13,"18.0%"
"166","甘谷街",3.77777777777778,10.3888888888889,3.88888888888889,2.75,"07:00","20:00",13,"20.5%"
"167","甘州街",51.9655172413793,74.3264367816092,50.9310344827586,1.43030303030303,"09:00","17:00",8,"18.2%"
"168","港華街",29.53125,80.625,38.15625,2.73015873015873,"09:00","17:00",8,"26.4%"
"169","港墘路",16.2437185929648,27.5979899497487,14.8781407035176,1.69899458623357,"09:00","17:00",8,"23.2%"
"170","港墘路221巷",82.0322952710496,113.479815455594,153.36216839677,1.38335536121031,"00:00","09:00",9,"8.2%"
"171","公園路A（計時）",18.5612009237875,32.5196304849885,13.5635103926097,1.75202189871843,"09:00","17:00",8,"30.0%"
"172","公園路B（含機車）",107.690508940853,107.775790921596,74.5185694635488,1.00079191733405,"09:00","17:00",8,"18.1%"
"173","牯嶺街A",104.40800681431,201.088586030664,100.195059625213,1.92598817050785,"09:00","17:00",8,"25.1%"
"174","牯嶺街YB0",46.9586206896552,101.894252873563,52.7057471264368,2.16987320702991,"09:00","17:00",8,"24.2%"
"175","牯嶺街ZB0",14.9946308724832,25.5785234899329,12.7852348993289,1.70584549279384,"09:00","17:00",8,"25.0%"
"176","關渡路",42.1875,42.1875,104.0625,1,"09:00","17:00",8,"5.1%"
"177","觀山堤外（5號水門）",160.03908045977,58.932183908046,487.080459770115,0.368236206673657,"10:00","12:00",2,"6.0%"
"178","觀山堤外（6號水門）",151.265517241379,62.9540229885057,699.441379310345,0.416182247855259,"09:00","17:00",8,"1.1%"
"179","館前路（含機車）",67.6016736401674,68.0401673640167,53.8410041841004,1.00648643295702,"09:00","17:00",8,"15.8%"
"180","光復北路",154.467592592593,273.621913580247,279.746913580247,1.77138718217693,"07:00","20:00",13,"7.5%"
"181","光復北路11巷",58.5812115891133,119.764705882353,37.9499561018437,2.04442179725436,"07:00","20:00",13,"24.3%"
"182","光復北路190巷",72.5034482758621,171.719540229885,97.7655172413793,2.36843273407527,"09:00","17:00",8,"22.0%"
"183","光復北路230巷",20.7079646017699,43.1263073209976,21.6323411102172,2.08259518259518,"07:00","20:00",13,"15.3%"
"184","光復南路A",15.721198156682,22.4078341013825,7.33640552995392,1.42532610288729,"07:00","19:00",12,"25.5%"
"185","光復南路B",41.5352226720648,71.4137651821862,32.8995951417004,1.71935433562071,"07:00","20:00",13,"16.7%"
"186","光明路",18.13,17.18,30.93,0.947600661886376,"09:00","17:00",8,"6.9%"
"187","廣州街218巷",26.5338164251208,62.0531400966184,40.3816425120773,2.33864360491579,"09:00","17:00",8,"19.2%"
"188","廣州街8巷",139.533875338753,173.024390243902,113.406504065041,1.24001709136109,"09:00","17:00",8,"19.1%"
"189","廣州街A",71.248844375963,92.3235747303544,59.9722650231125,1.29579048669456,"09:00","17:00",8,"19.2%"
"190","廣州街B",49.3133640552995,53.9585253456221,28.4124423963134,1.09419680403701,"09:00","17:00",8,"23.7%"
"191","歸綏街",47.4364686468647,60.1856435643564,43.0255775577558,1.26876315377524,"09:00","17:00",8,"17.5%"
"192","桂林路",21.7727797001153,38.3264129181084,24.8904267589389,1.76029030036552,"09:00","17:00",8,"19.2%"
"193","桂林路堤外平面",39.4483159117305,15.4843205574913,166.837398373984,0.392521713528632,"11:00","14:00",3,"3.1%"
"194","貴陽街二段",65.2349256068912,122.817541111981,74.2701644479248,1.88269611667967,"09:00","17:00",8,"20.7%"
"195","貴陽街一段",56.2461538461538,98.5609467455621,57.9431952662722,1.75231442518095,"09:00","17:00",8,"21.3%"
"196","國興路",39.1109311740891,91.914979757085,48.5635627530364,2.35010972630533,"09:00","17:00",8,"23.7%"
"197","哈密街",11.8628505570496,18.0772185939301,9.07452938916635,1.52385116098319,"09:00","17:00",8,"24.9%"
"198","哈密街59巷56弄",14.38,27.2,20,1.89151599443672,"09:00","17:00",8,"17.0%"
"199","漢口街二段",309.5434192673,311.763229308005,282.063093622795,1.00717123964696,"11:00","21:00",10,"11.1%"
"200","漢口街一段B（含機車）",183.787316318639,183.837587006961,161.504253673627,1.00027352642897,"10:00","17:00",7,"16.3%"
"201","漢口街一段C（含機車）",117.869857262804,118.446683459278,110.040302267003,1.00489375494184,"07:00","20:00",13,"8.3%"
"202","漢中街B",160.351749539595,160.351749539595,116,1,"09:00","21:00",12,"11.5%"
"203","杭州北路",77.6033950617284,112.467592592593,49.8935185185185,1.44926124047965,"07:00","20:00",13,"17.3%"
"204","杭州南路二段",106.758097165992,146.473684210526,82.0172064777328,1.37201475203125,"07:00","20:00",13,"13.7%"
"205","杭州南路二段-大車場",80.1154734411085,62.6050808314088,98.4665127020785,0.781435572211012,"09:00","17:00",8,"7.9%"
"206","杭州南路二段25巷",83.9126436781609,131.458620689655,89.9126436781609,1.56661278834036,"09:00","17:00",8,"18.3%"
"207","杭州南路一段",107.22109375,138.934375,81.45390625,1.29577464788732,"07:00","18:00",11,"15.5%"
"208","合江街",5.66089965397924,11.5559400230681,3.8800461361015,2.04136104319478,"09:00","17:00",8,"37.2%"
"209","和平東路二段",31.7211838006231,23.8894080996885,2.26947040498442,0.753105818806776,"07:00","22:00",15,"70.2%"
"210","和平東路二段76巷",47.7127906976744,119.040697674419,48.6290697674419,2.49494309458241,"09:00","17:00",8,"30.6%"
"211","和平東路二段90巷",4.64788732394366,10.0117370892019,2.54929577464789,2.1540404040404,"09:00","17:00",8,"49.1%"
"212","和平東路二段96巷",44.9366359447005,107.232718894009,41.5783410138249,2.38630944750673,"09:00","17:00",8,"32.2%"
"213","和平東路三段228巷",20.9667747163695,43.3249594813614,20.1329011345219,2.06636261740038,"09:00","17:00",8,"26.9%"
"214","和平東路三段A(一般)",30.7505845674201,58.5027279812938,47.0654715510522,1.90249157225053,"08:00","17:00",9,"13.8%"
"215","和平東路一段",78.5845528455284,106.115447154472,51.7593495934959,1.35033468171614,"07:00","20:00",13,"15.8%"
"216","和平西路二段",76.5127118644068,128.407627118644,114.199152542373,1.67825220136235,"09:00","17:00",8,"14.1%"
"217","和平西路二段104巷",4.57270029673591,4.80118694362018,6.08902077151335,1.04996755353666,"09:00","17:00",8,"9.9%"
"218","和平西路三段",30.2423288749017,39.5971675845791,34.044846577498,1.30932930953744,"09:00","17:00",8,"14.5%"
"219","和平西路一段",20.3482959268495,36.2751454696592,18.5635910224439,1.78271171207974,"09:00","17:00",8,"24.4%"
"220","衡陽路（含機車）",23.0381742738589,25.1751037344398,17.5278008298755,1.09275602463888,"09:00","17:00",8,"18.0%"
"221","後港街134巷",26.0691244239631,60.0829493087558,27.3294930875576,2.30475517058512,"09:00","17:00",8,"27.5%"
"222","湖口街",49.1333333333333,87.6804597701149,58.9241379310345,1.78454124362513,"09:00","17:00",8,"18.6%"
"223","葫蘆街",43.9444444444444,98.7222222222222,84.6666666666667,2.24652338811631,"09:00","17:00",8,"14.6%"
"224","華齡街（含185巷）",85.0135593220339,149.638983050847,164.072881355932,1.76017783803182,"09:00","17:00",8,"11.4%"
"225","華榮市場",142.85632183908,248.193103448276,127.919540229885,1.73736170897534,"09:00","17:00",8,"24.3%"
"226","華亭街",25.8152454780362,49.6188630490956,32.7764857881137,1.92207597217356,"08:00","17:00",9,"16.8%"
"227","華中堤外平面場",60.5150115473441,24.4387990762125,191.612009237875,0.403846887760943,"09:00","17:00",8,"1.6%"
"228","懷寧街A",45.2113910186199,88.7338444687842,43.0120481927711,1.96264353893115,"09:00","17:00",8,"25.8%"
"229","懷寧街B（含機車）",869.810154525386,869.810154525386,918.304635761589,1,"09:00","17:00",8,"11.8%"
"230","環河北路3段",20.9444444444444,47.3888888888889,86.8888888888889,2.26259946949602,"09:00","17:00",8,"6.8%"
"231","環河北路堤外（3號水門堤外）小型車",83.8705440900563,220.37148217636,1136.26641651032,2.62751940585643,"07:00","16:00",9,"2.2%"
"232","環河北路堤外（5號水門堤外）",49.5798429319372,90.3115183246073,101.357329842932,1.8215369993928,"07:00","20:00",13,"6.9%"
"233","環河北路堤外（5號水門牆邊）",59.3176691729323,165.847744360902,157.345864661654,2.79592483442659,"07:00","16:00",9,"11.7%"
"234","環河南路堤外防汛道",74.3747126436782,28.1632183908046,222.594252873563,0.378666584242574,"09:00","17:00",8,"1.6%"
"235","環河南路二段A",87.9942726231386,153.809851088202,138.198167239404,1.74795298038246,"09:00","17:00",8,"13.9%"
"236","環河南路二段B",71.3811659192825,109.437219730942,74.2600896860987,1.5331385852494,"03:00","09:00",6,"24.6%"
